date,district,commodity,level,price_rp_kg,price_mean,price_std,obs_count,rolling_med,rolling_std,z_score,spike,supply_ndvi_anomaly,supply_evi_anomaly,supply_ndvi,local_ndvi_anomaly,local_evi_anomaly,local_ndvi,rainfall_mm,min_distance_km,min_travel_hrs,supply_ndvi_lag1,local_ndvi_lag1,rain_lag1,supply_ndvi_lag2,local_ndvi_lag2,rain_lag2,supply_ndvi_lag3,local_ndvi_lag3,rain_lag3,supply_ndvi_lag4,local_ndvi_lag4,rain_lag4,rain_4wk_sum,supply_ndvi_4wk_trend,month,is_wet_season,flood_risk,flood_risk_lag1,stress_x_distance,price_lag1,price_pct_change
2023-03-27,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,33500.0,33500.0,0.0,5,34000.0,1977.5525999867325,-0.2528377753407695,0,-0.024670533934395396,0.05200366592841306,0.7847294868960653,-0.046877192331184286,0.15402993695283335,0.7874068137088565,90.58353907520863,75.0,2.0,0.010510823957208024,-0.014885772077573774,102.67014125682302,0.010510823957208024,-0.014885772077573774,84.54508227921582,0.010510823957208024,-0.014885772077573774,27.05048980594829,-0.03306016568288138,-0.04409735734715693,44.657071990520784,304.84925241719577,-0.010554407367481023,3,1,0,1.0,0.7883117967906018,33500.0,0.0
2023-04-03,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,32500.0,32500.0,0.0,4,33500.0,1667.7080080157914,-0.5996253511966892,0,-0.024670533934395396,0.05200366592841306,0.7847294868960653,-0.046877192331184286,0.15402993695283335,0.7874068137088565,47.97901408203366,75.0,2.0,-0.024670533934395396,-0.046877192331184286,90.58353907520863,0.010510823957208024,-0.014885772077573774,102.67014125682302,0.010510823957208024,-0.014885772077573774,84.54508227921582,0.010510823957208024,-0.014885772077573774,27.05048980594829,325.7777766932811,-0.014072543156641365,4,0,0,0.0,0.7883117967906018,33500.0,-0.029850746268656716
2023-04-10,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,32500.0,32500.0,0.0,5,33500.0,755.9289460184544,-1.3228756555322954,0,0.0029588688496592656,-0.0029404719644405023,0.8048032673510879,-0.028230751286418724,-0.010451904698544397,0.7777707375450459,72.30297478704702,75.0,2.0,-0.024670533934395396,-0.046877192331184286,47.97901408203366,-0.024670533934395396,-0.046877192331184286,90.58353907520863,0.010510823957208024,-0.014885772077573774,102.67014125682302,0.010510823957208024,-0.014885772077573774,84.54508227921582,313.53566920111234,-0.0022655865322646304,4,0,0,0.0,-1.8502900450796547,32500.0,0.0
2023-04-17,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,32500.0,32500.0,,1,33500.0,834.5229603962803,-1.198289379030556,0,0.0029588688496592656,-0.0029404719644405023,0.8048032673510879,-0.028230751286418724,-0.010451904698544397,0.7777707375450459,63.83665385016713,75.0,2.0,0.0029588688496592656,-0.028230751286418724,72.30297478704702,-0.024670533934395396,-0.046877192331184286,47.97901408203366,-0.024670533934395396,-0.046877192331184286,90.58353907520863,0.010510823957208024,-0.014885772077573774,102.67014125682302,274.70218179445646,0.01105176111362186,4,0,0,0.0,-1.8502900450796547,32500.0,0.0
2023-04-24,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,35000.0,35000.0,0.0,3,33500.0,1015.5048005794952,1.4770978917519924,0,-0.00034870135387401606,0.047105270856138304,0.7910256732063436,-0.02052804497935655,0.06377533620322771,0.8024219665497809,81.83107013157999,75.0,2.0,0.0029588688496592656,-0.028230751286418724,63.83665385016713,0.0029588688496592656,-0.028230751286418724,72.30297478704702,-0.024670533934395396,-0.046877192331184286,47.97901408203366,-0.024670533934395396,-0.046877192331184286,90.58353907520863,265.94971285082784,0.007296549774156416,4,0,0,0.0,0.22191516372444492,32500.0,0.07692307692307693
2023-05-01,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,35000.0,35000.0,0.0,5,33500.0,1093.8137736509684,1.371348611741512,0,-0.00034870135387401606,0.047105270856138304,0.7910256732063436,-0.02052804497935655,0.06377533620322771,0.8024219665497809,35.55505015728727,75.0,2.0,-0.00034870135387401606,-0.02052804497935655,81.83107013157999,0.0029588688496592656,-0.028230751286418724,63.83665385016713,0.0029588688496592656,-0.028230751286418724,72.30297478704702,-0.024670533934395396,-0.046877192331184286,47.97901408203366,253.52574892608143,-0.0013230280814133125,5,0,0,0.0,0.22191516372444492,35000.0,0.0
2023-05-08,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,35000.0,34800.0,447.21359549995793,5,33500.0,1163.0471062809847,1.2897156030046557,0,-0.00034870135387401606,0.047105270856138304,0.7910256732063436,-0.02052804497935655,0.06377533620322771,0.8024219665497809,34.87279102635023,75.0,2.0,-0.00034870135387401606,-0.02052804497935655,35.55505015728727,-0.00034870135387401606,-0.02052804497935655,81.83107013157999,0.0029588688496592656,-0.028230751286418724,63.83665385016713,0.0029588688496592656,-0.028230751286418724,72.30297478704702,216.09556516538464,-0.0009922710610599846,5,0,0,0.0,-0.026152601540551206,35000.0,0.0
2023-05-15,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,34000.0,33625.0,750.0,4,33750.0,1164.9647450214352,0.214598768819738,0,0.004988968345216285,0.008647712573466068,0.8083518310232567,-0.012013966490875591,0.016520846496689185,0.7953942624843987,36.20623256009088,75.0,2.0,-0.00034870135387401606,-0.02052804497935655,34.87279102635023,-0.00034870135387401606,-0.02052804497935655,35.55505015728727,-0.00034870135387401606,-0.02052804497935655,81.83107013157999,0.0029588688496592656,-0.028230751286418724,63.83665385016713,188.46514387530837,0.00160130090972709,5,0,0,0.0,-0.026152601540551206,35000.0,-0.02857142857142857
2023-05-22,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,32500.0,32500.0,0.0,5,33250.0,1246.4234547582248,-0.6017216678143155,0,0.004988968345216285,0.008647712573466068,0.8083518310232567,-0.012013966490875591,0.016520846496689185,0.7953942624843987,42.623869507512815,75.0,2.0,0.004988968345216285,-0.012013966490875591,36.20623256009088,-0.00034870135387401606,-0.02052804497935655,34.87279102635023,-0.00034870135387401606,-0.02052804497935655,35.55505015728727,-0.00034870135387401606,-0.02052804497935655,81.83107013157999,149.2579432512412,0.0021350678796361205,5,0,0,0.0,-0.026152601540551206,34000.0,-0.04411764705882353
2023-05-29,Kota Lubuk Linggau,Bawang Merah Ukuran Sedang,2,32500.0,32500.0,0.0,4,33250.0,1246.4234547582248,-0.6017216678143155,0,0.002252888785317095,0.02067634412535972,0.8118225674161257,0.015391954955270777,-0.030172879443422066,0.8230284245484502,58.731921656030096,75.0,2.0,0.004988968345216285,-0.012013966490875591,42.623869507512815,0.004988968345216285,-0.012013966490875591,36.20623256009088,-0.00034870135387401606,-0.02052804497935655,34.87279102635023,-0.00034870135387401606,-0.02052804497935655,35.55505015728727,172.434814749984,0.000780477041757334,5,0,0,0.0,0.3741726258912214,32500.0,0.0
