date,district,commodity,price_rp_kg,level,week
2025-07-31,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-07-29
2025-08-01,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-07-29
2025-08-04,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-07-29
2025-08-05,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-05
2025-08-06,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-05
2025-08-07,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-05
2025-08-08,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-05
2025-08-11,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-05
2025-08-12,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-12
2025-08-13,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,42500,2,2025-08-12
2025-08-14,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,42500,2,2025-08-12
2025-08-15,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-12
2025-08-18,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-12
2025-08-19,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,40000,2,2025-08-19
2025-08-20,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,41250,2,2025-08-19
2025-08-21,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,47500,2,2025-08-19
2025-08-22,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,47500,2,2025-08-19
2025-08-25,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-19
2025-08-26,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,43750,2,2025-08-26
2025-08-27,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,42500,2,2025-08-26
2025-08-28,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,42500,2,2025-08-26
2025-08-29,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,45000,2,2025-08-26
2025-09-01,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,44500,2,2025-08-26
2025-09-02,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,44500,2,2025-09-02
2025-09-03,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,47000,2,2025-09-02
2025-09-04,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,51250,2,2025-09-02
2025-09-05,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,51250,2,2025-09-02
2025-09-08,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,50000,2,2025-09-02
2025-09-09,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,47500,2,2025-09-09
2025-09-10,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,52500,2,2025-09-09
2025-09-11,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,59500,2,2025-09-09
2025-09-12,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,59500,2,2025-09-09
2025-09-15,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,58250,2,2025-09-09
2025-09-16,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65500,2,2025-09-16
2025-09-17,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67000,2,2025-09-16
2025-09-18,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67000,2,2025-09-16
2025-09-19,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,77000,2,2025-09-16
2025-09-22,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-09-16
2025-09-23,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,75000,2,2025-09-23
2025-09-24,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-09-23
2025-09-25,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,72750,2,2025-09-23
2025-09-26,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,72000,2,2025-09-23
2025-09-29,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,75750,2,2025-09-23
2025-09-30,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,75750,2,2025-09-30
2025-10-01,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,75250,2,2025-09-30
2025-10-02,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-09-30
2025-10-03,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-09-30
2025-10-06,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-09-30
2025-10-07,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73250,2,2025-10-07
2025-10-08,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73250,2,2025-10-07
2025-10-09,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-10-07
2025-10-10,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-10-07
2025-10-13,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,72750,2,2025-10-07
2025-10-14,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67500,2,2025-10-14
2025-10-15,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67500,2,2025-10-14
2025-10-16,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65000,2,2025-10-14
2025-10-17,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,63250,2,2025-10-14
2025-10-20,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,57500,2,2025-10-14
2025-10-21,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,62500,2,2025-10-21
2025-10-22,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,62500,2,2025-10-21
2025-10-23,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,62500,2,2025-10-21
2025-10-24,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,62500,2,2025-10-21
2025-10-27,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,62000,2,2025-10-21
2025-10-28,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67000,2,2025-10-28
2025-10-29,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,69000,2,2025-10-28
2025-10-30,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,69000,2,2025-10-28
2025-10-31,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68250,2,2025-10-28
2025-11-03,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65000,2,2025-10-28
2025-11-04,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65750,2,2025-11-04
2025-11-05,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,64500,2,2025-11-04
2025-11-06,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65750,2,2025-11-04
2025-11-07,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,66500,2,2025-11-04
2025-11-10,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,64000,2,2025-11-04
2025-11-11,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,64000,2,2025-11-11
2025-11-12,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65750,2,2025-11-11
2025-11-13,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65250,2,2025-11-11
2025-11-14,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65750,2,2025-11-11
2025-11-17,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,64500,2,2025-11-11
2025-11-18,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,65750,2,2025-11-18
2025-11-19,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68750,2,2025-11-18
2025-11-20,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68000,2,2025-11-18
2025-11-21,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68000,2,2025-11-18
2025-11-24,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68000,2,2025-11-18
2025-11-25,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67500,2,2025-11-25
2025-11-26,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68000,2,2025-11-25
2025-11-27,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,68000,2,2025-11-25
2025-11-28,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67500,2,2025-11-25
2025-12-01,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,67500,2,2025-11-25
2025-12-02,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73000,2,2025-12-02
2025-12-03,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,77500,2,2025-12-02
2025-12-04,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,77500,2,2025-12-02
2025-12-05,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,77000,2,2025-12-02
2025-12-08,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,77500,2,2025-12-02
2025-12-09,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,77000,2,2025-12-09
2025-12-10,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,78250,2,2025-12-09
2025-12-11,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,79000,2,2025-12-09
2025-12-12,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,80500,2,2025-12-09
2025-12-15,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,86250,2,2025-12-09
2025-12-16,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,83750,2,2025-12-16
2025-12-17,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,85000,2,2025-12-16
2025-12-18,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,83750,2,2025-12-16
2025-12-19,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,84500,2,2025-12-16
2025-12-22,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,76250,2,2025-12-16
2025-12-23,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,76250,2,2025-12-23
2025-12-24,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-12-23
2025-12-25,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-12-23
2025-12-26,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,73750,2,2025-12-23
2025-12-29,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,58750,2,2025-12-23
2025-12-30,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,58750,2,2025-12-30
2025-12-31,Kota Lubuk Linggau,Cabai Merah Besar + Keriting,53750,2,2025-12-30
2023-01-02,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,63750,2,2022-12-27
2023-01-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,63750,2,2023-01-03
2023-01-04,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,60000,2,2023-01-03
2023-01-05,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,60000,2,2023-01-03
2023-01-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,60000,2,2023-01-03
2023-01-09,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,61250,2,2023-01-03
2023-01-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,61250,2,2023-01-10
2023-01-11,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,61250,2,2023-01-10
2023-01-12,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,60000,2,2023-01-10
2023-01-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,57500,2,2023-01-10
2023-01-16,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,57500,2,2023-01-10
2023-01-17,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-01-17
2023-01-18,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-01-17
2023-01-19,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-01-17
2023-01-20,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-01-17
2023-01-23,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-01-17
2023-01-24,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-01-24
2023-01-25,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-01-24
2023-01-26,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-01-24
2023-01-27,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-01-24
2023-01-30,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-01-24
2023-01-31,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-01-31
2023-02-01,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-01-31
2023-02-02,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-01-31
2023-02-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-01-31
2023-02-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-01-31
2023-02-07,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-02-07
2023-02-08,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-02-07
2023-02-09,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-07
2023-02-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-07
2023-02-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-07
2023-02-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-14
2023-02-15,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-14
2023-02-16,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-14
2023-02-17,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-14
2023-02-20,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-14
2023-02-21,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,53750,2,2023-02-21
2023-02-22,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,55000,2,2023-02-21
2023-02-23,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-02-21
2023-02-24,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-02-21
2023-02-27,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-21
2023-02-28,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-28
2023-03-01,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-28
2023-03-02,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-02-28
2023-03-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-02-28
2023-03-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,51250,2,2023-02-28
2023-03-07,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-07
2023-03-08,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-07
2023-03-09,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-07
2023-03-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-07
2023-03-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-07
2023-03-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-14
2023-03-15,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-14
2023-03-16,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-14
2023-03-17,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-14
2023-03-20,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-14
2023-03-21,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-21
2023-03-22,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-21
2023-03-23,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-21
2023-03-24,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-21
2023-03-27,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-21
2023-03-28,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-28
2023-03-29,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-28
2023-03-30,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,52500,2,2023-03-28
2023-03-31,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-03-28
2023-04-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-03-28
2023-04-04,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-04-04
2023-04-05,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-04-04
2023-04-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-04-04
2023-04-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-04-04
2023-04-11,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-04-11
2023-04-12,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-04-11
2023-04-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-04-11
2023-04-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-04-11
2023-04-17,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36250,2,2023-04-11
2023-04-18,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36250,2,2023-04-18
2023-04-26,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-04-25
2023-04-27,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36250,2,2023-04-25
2023-04-28,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,33750,2,2023-04-25
2023-05-02,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-05-02
2023-05-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,32500,2,2023-05-02
2023-05-04,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,27500,2,2023-05-02
2023-05-05,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-02
2023-05-08,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-02
2023-05-09,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-09
2023-05-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-09
2023-05-11,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-09
2023-05-12,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-09
2023-05-15,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-09
2023-05-16,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-16
2023-05-17,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-16
2023-05-19,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-16
2023-05-22,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-16
2023-05-23,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-23
2023-05-24,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-23
2023-05-25,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-23
2023-05-26,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-23
2023-05-29,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-23
2023-05-30,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,28750,2,2023-05-30
2023-05-31,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,27500,2,2023-05-30
2023-06-02,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,31250,2,2023-05-30
2023-06-05,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35750,2,2023-05-30
2023-06-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35750,2,2023-06-06
2023-06-07,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35750,2,2023-06-06
2023-06-08,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35750,2,2023-06-06
2023-06-09,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35750,2,2023-06-06
2023-06-12,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37000,2,2023-06-06
2023-06-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-13
2023-06-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-13
2023-06-15,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-13
2023-06-16,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-13
2023-06-19,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-13
2023-06-20,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-20
2023-06-21,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-20
2023-06-22,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-20
2023-06-23,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-20
2023-06-26,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-06-20
2023-06-27,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-06-27
2023-07-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-06-27
2023-07-04,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-04
2023-07-05,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-04
2023-07-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-04
2023-07-07,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-04
2023-07-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-04
2023-07-11,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-11
2023-07-12,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-11
2023-07-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-11
2023-07-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-11
2023-07-17,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-11
2023-07-18,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-18
2023-07-20,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-18
2023-07-21,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-18
2023-07-24,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-18
2023-07-25,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-25
2023-07-26,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-25
2023-07-27,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-25
2023-07-28,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-07-25
2023-07-31,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-07-25
2023-08-01,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-01
2023-08-02,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-01
2023-08-03,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-01
2023-08-04,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-01
2023-08-07,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-01
2023-08-08,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-08
2023-08-09,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-08
2023-08-10,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-08
2023-08-11,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-08
2023-08-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-08
2023-08-15,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-15
2023-08-16,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-15
2023-08-18,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,38750,2,2023-08-15
2023-08-21,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,41250,2,2023-08-15
2023-08-22,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,41250,2,2023-08-22
2023-08-23,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,41250,2,2023-08-22
2023-08-24,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,41250,2,2023-08-22
2023-08-25,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,41250,2,2023-08-22
2023-08-28,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,40000,2,2023-08-22
2023-08-29,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-08-29
2023-08-30,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-08-29
2023-08-31,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36500,2,2023-08-29
2023-09-01,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36500,2,2023-08-29
2023-09-04,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36500,2,2023-08-29
2023-09-05,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36500,2,2023-09-05
2023-09-06,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,37500,2,2023-09-05
2023-09-07,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36250,2,2023-09-05
2023-09-08,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,36250,2,2023-09-05
2023-09-11,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-05
2023-09-12,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-12
2023-09-13,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-12
2023-09-14,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-12
2023-09-15,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-12
2023-09-18,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-12
2023-09-19,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-19
2023-09-20,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-19
2023-09-21,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,33750,2,2023-09-19
2023-09-22,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,35000,2,2023-09-19
2023-09-25,Kota Lubuk Linggau,Cabai Rawit Merah + Hijau,33750,2,2023-09-19
